experiment protein  msmsID intensity sample group
1 SimulatedProtein6 SimulatedProtein6.Peptide1  7.57886605127 CTL.2 CTL
1 SimulatedProtein6 SimulatedProtein6.Peptide1  8.25883627357 TRT1.1 TRT1
1 SimulatedProtein6 SimulatedProtein6.Peptide1  8.32430898807 TRT1.2 TRT1
1 SimulatedProtein6 SimulatedProtein6.Peptide1  7.65849003579 TRT2.1 TRT2
1 SimulatedProtein6 SimulatedProtein6.Peptide1  7.66928488157 TRT2.2 TRT2
1 SimulatedProtein6 SimulatedProtein6.Peptide2  9.73521430902 CTL.1 CTL
1 SimulatedProtein6 SimulatedProtein6.Peptide2  9.40091599554 CTL.2 CTL
1 SimulatedProtein6 SimulatedProtein6.Peptide2  8.87322245603 TRT1.1 TRT1
1 SimulatedProtein6 SimulatedProtein6.Peptide2  8.41531999242 TRT1.2 TRT1
1 SimulatedProtein6 SimulatedProtein6.Peptide2  8.75884155908 TRT2.1 TRT2
1 SimulatedProtein6 SimulatedProtein6.Peptide2  9.37711350811 TRT2.2 TRT2
1 SimulatedProtein6 SimulatedProtein6.Peptide3  15.5230427893 CTL.1 CTL
1 SimulatedProtein6 SimulatedProtein6.Peptide3  15.5121448894 CTL.2 CTL
1 SimulatedProtein6 SimulatedProtein6.Peptide3  15.5029711676 TRT1.1 TRT1
1 SimulatedProtein6 SimulatedProtein6.Peptide3  15.0078478021 TRT1.2 TRT1
1 SimulatedProtein6 SimulatedProtein6.Peptide3  15.853066411 TRT2.1 TRT2
1 SimulatedProtein6 SimulatedProtein6.Peptide3  15.315174432 TRT2.2 TRT2
1 SimulatedProtein7 SimulatedProtein7.Peptide1  13.6220799055 CTL.1 CTL
1 SimulatedProtein7 SimulatedProtein7.Peptide1  12.97529891 CTL.2 CTL
1 SimulatedProtein7 SimulatedProtein7.Peptide1  13.2388089337 TRT1.1 TRT1
1 SimulatedProtein7 SimulatedProtein7.Peptide1  13.1770777753 TRT1.2 TRT1
1 SimulatedProtein7 SimulatedProtein7.Peptide1  13.1413371483 TRT2.1 TRT2
1 SimulatedProtein7 SimulatedProtein7.Peptide1  13.5407069774 TRT2.2 TRT2
1 SimulatedProtein7 SimulatedProtein7.Peptide2  4.99216592896 CTL.1 CTL
1 SimulatedProtein7 SimulatedProtein7.Peptide2  5.4616808668 CTL.2 CTL
1 SimulatedProtein7 SimulatedProtein7.Peptide2  5.27371066712 TRT1.1 TRT1
1 SimulatedProtein7 SimulatedProtein7.Peptide2  5.52245443637 TRT1.2 TRT1
1 SimulatedProtein7 SimulatedProtein7.Peptide2  4.78067291014 TRT2.1 TRT2
1 SimulatedProtein7 SimulatedProtein7.Peptide2  5.57845161825 TRT2.2 TRT2
1 SimulatedProtein7 SimulatedProtein7.Peptide3  7.01732489853 CTL.1 CTL
1 SimulatedProtein7 SimulatedProtein7.Peptide3  7.80035899541 CTL.2 CTL
1 SimulatedProtein7 SimulatedProtein7.Peptide3  7.31757197279 TRT1.1 TRT1
1 SimulatedProtein7 SimulatedProtein7.Peptide3  6.64850830189 TRT1.2 TRT1
1 SimulatedProtein7 SimulatedProtein7.Peptide3  7.31958768288 TRT2.1 TRT2
1 SimulatedProtein7 SimulatedProtein7.Peptide3  6.9998639106 TRT2.2 TRT2
1 SimulatedProtein8 SimulatedProtein8.Peptide1  4.76395724196 CTL.1 CTL
1 SimulatedProtein8 SimulatedProtein8.Peptide1  5.21104904441 CTL.2 CTL
1 SimulatedProtein8 SimulatedProtein8.Peptide1  6.27383290957 TRT1.1 TRT1
1 SimulatedProtein8 SimulatedProtein8.Peptide1  5.91502965286 TRT1.2 TRT1
1 SimulatedProtein8 SimulatedProtein8.Peptide1  4.82783380264 TRT2.1 TRT2
1 SimulatedProtein8 SimulatedProtein8.Peptide1  4.6259019219 TRT2.2 TRT2
1 SimulatedProtein8 SimulatedProtein8.Peptide2  6.99154976156 CTL.1 CTL
1 SimulatedProtein8 SimulatedProtein8.Peptide2  7.35152957269 CTL.2 CTL
1 SimulatedProtein8 SimulatedProtein8.Peptide2  8.03280665358 TRT1.1 TRT1
1 SimulatedProtein8 SimulatedProtein8.Peptide2  8.46542495668 TRT1.2 TRT1
1 SimulatedProtein8 SimulatedProtein8.Peptide2  7.25459595586 TRT2.1 TRT2
1 SimulatedProtein8 SimulatedProtein8.Peptide2  6.90720443061 TRT2.2 TRT2
1 SimulatedProtein8 SimulatedProtein8.Peptide3  14.917762951 CTL.1 CTL
1 SimulatedProtein8 SimulatedProtein8.Peptide3  14.7799646028 CTL.2 CTL
1 SimulatedProtein8 SimulatedProtein8.Peptide3  15.273589183 TRT1.1 TRT1
1 SimulatedProtein8 SimulatedProtein8.Peptide3  14.8462917943 TRT1.2 TRT1
1 SimulatedProtein8 SimulatedProtein8.Peptide3  14.3040056826 TRT2.1 TRT2
1 SimulatedProtein8 SimulatedProtein8.Peptide3  14.9444935309 TRT2.2 TRT2
1 SimulatedProtein8 SimulatedProtein8.Peptide4  7.19564592628 CTL.1 CTL
1 SimulatedProtein8 SimulatedProtein8.Peptide4  7.76682775534 CTL.2 CTL
1 SimulatedProtein8 SimulatedProtein8.Peptide4  8.52158634671 TRT1.1 TRT1
1 SimulatedProtein8 SimulatedProtein8.Peptide4  8.547959216 TRT1.2 TRT1
1 SimulatedProtein8 SimulatedProtein8.Peptide4  7.76585103884 TRT2.1 TRT2
1 SimulatedProtein8 SimulatedProtein8.Peptide4  8.05220741578 TRT2.2 TRT2
1 SimulatedProtein8 SimulatedProtein8.Peptide5  7.77564866189 CTL.1 CTL
1 SimulatedProtein8 SimulatedProtein8.Peptide5  7.30245654213 CTL.2 CTL
1 SimulatedProtein8 SimulatedProtein8.Peptide5  8.54711793042 TRT1.1 TRT1
1 SimulatedProtein8 SimulatedProtein8.Peptide5  8.31025125182 TRT1.2 TRT1
1 SimulatedProtein8 SimulatedProtein8.Peptide5  7.53265442294 TRT2.1 TRT2
1 SimulatedProtein8 SimulatedProtein8.Peptide5  7.81033448053 TRT2.2 TRT2
1 SimulatedProtein8 SimulatedProtein8.Peptide6  10.2815304986 CTL.1 CTL
1 SimulatedProtein8 SimulatedProtein8.Peptide6  10.3270500023 CTL.2 CTL
1 SimulatedProtein8 SimulatedProtein8.Peptide6  10.8453692081 TRT1.1 TRT1
1 SimulatedProtein8 SimulatedProtein8.Peptide6  10.5523003876 TRT1.2 TRT1
1 SimulatedProtein8 SimulatedProtein8.Peptide6  9.69942959388 TRT2.1 TRT2
1 SimulatedProtein8 SimulatedProtein8.Peptide6  9.82753413236 TRT2.2 TRT2
1 SimulatedProtein8 SimulatedProtein8.Peptide7  9.38544999198 CTL.1 CTL
1 SimulatedProtein8 SimulatedProtein8.Peptide7  10.4037550108 CTL.2 CTL
1 SimulatedProtein8 SimulatedProtein8.Peptide7  10.4413033758 TRT1.1 TRT1
1 SimulatedProtein8 SimulatedProtein8.Peptide7  10.3981441897 TRT1.2 TRT1
1 SimulatedProtein8 SimulatedProtein8.Peptide7  9.11235030376 TRT2.1 TRT2
1 SimulatedProtein8 SimulatedProtein8.Peptide7  9.21771830845 TRT2.2 TRT2
1 SimulatedProtein8 SimulatedProtein8.Peptide8  9.10041542451 CTL.1 CTL
1 SimulatedProtein8 SimulatedProtein8.Peptide8  8.84858321603 CTL.2 CTL
1 SimulatedProtein8 SimulatedProtein8.Peptide8  10.3832200875 TRT1.1 TRT1
1 SimulatedProtein8 SimulatedProtein8.Peptide8  9.64827527581 TRT1.2 TRT1
1 SimulatedProtein8 SimulatedProtein8.Peptide8  9.34387977558 TRT2.1 TRT2
1 SimulatedProtein8 SimulatedProtein8.Peptide8  8.37993861758 TRT2.2 TRT2
1 SimulatedProtein8 SimulatedProtein8.Peptide9  10.062409708 CTL.1 CTL
1 SimulatedProtein8 SimulatedProtein8.Peptide9  10.1530851767 CTL.2 CTL
1 SimulatedProtein8 SimulatedProtein8.Peptide9  11.0164627898 TRT1.1 TRT1
1 SimulatedProtein8 SimulatedProtein8.Peptide9  10.8375161218 TRT1.2 TRT1
1 SimulatedProtein8 SimulatedProtein8.Peptide9  10.0054007988 TRT2.1 TRT2
1 SimulatedProtein8 SimulatedProtein8.Peptide9  9.449257677 TRT2.2 TRT2
1 SimulatedProtein8 SimulatedProtein8.Peptide10  7.15673276405 CTL.1 CTL
1 SimulatedProtein8 SimulatedProtein8.Peptide10  8.16465481311 CTL.2 CTL
1 SimulatedProtein8 SimulatedProtein8.Peptide10  8.80861038015 TRT1.1 TRT1
1 SimulatedProtein8 SimulatedProtein8.Peptide10  8.57538405622 TRT1.2 TRT1
1 SimulatedProtein8 SimulatedProtein8.Peptide10  7.59071419884 TRT2.1 TRT2
1 SimulatedProtein8 SimulatedProtein8.Peptide10  7.72294557676 TRT2.2 TRT2
1 SimulatedProtein8 SimulatedProtein8.Peptide11  16.0558315322 CTL.1 CTL
1 SimulatedProtein8 SimulatedProtein8.Peptide11  15.6355894357 CTL.2 CTL
1 SimulatedProtein8 SimulatedProtein8.Peptide11  16.779752126 TRT1.1 TRT1
1 SimulatedProtein8 SimulatedProtein8.Peptide11  15.8345633754 TRT1.2 TRT1
1 SimulatedProtein8 SimulatedProtein8.Peptide11  14.9335562037 TRT2.1 TRT2
1 SimulatedProtein8 SimulatedProtein8.Peptide11  15.4295100199 TRT2.2 TRT2
1 SimulatedProtein8 SimulatedProtein8.Peptide12  7.20738421878 CTL.1 CTL
1 SimulatedProtein8 SimulatedProtein8.Peptide12  7.54817029824 CTL.2 CTL
1 SimulatedProtein8 SimulatedProtein8.Peptide12  9.13947937072 TRT1.1 TRT1
1 SimulatedProtein8 SimulatedProtein8.Peptide12  7.95136274593 TRT1.2 TRT1
1 SimulatedProtein8 SimulatedProtein8.Peptide12  7.36763955853 TRT2.1 TRT2
1 SimulatedProtein8 SimulatedProtein8.Peptide12  7.49595940891 TRT2.2 TRT2
1 SimulatedProtein8 SimulatedProtein8.Peptide13  10.1763604418 CTL.1 CTL
1 SimulatedProtein8 SimulatedProtein8.Peptide13  10.5463234521 CTL.2 CTL
1 SimulatedProtein8 SimulatedProtein8.Peptide13  10.3808862319 TRT1.1 TRT1
1 SimulatedProtein8 SimulatedProtein8.Peptide13  10.7200864707 TRT1.2 TRT1
1 SimulatedProtein8 SimulatedProtein8.Peptide13  9.79521836484 TRT2.1 TRT2
1 SimulatedProtein8 SimulatedProtein8.Peptide13  10.0419129178 TRT2.2 TRT2
1 SimulatedProtein8 SimulatedProtein8.Peptide14  4.87750850198 CTL.1 CTL
1 SimulatedProtein8 SimulatedProtein8.Peptide14  4.82650400591 CTL.2 CTL
1 SimulatedProtein8 SimulatedProtein8.Peptide14  6.41936204526 TRT1.1 TRT1
1 SimulatedProtein8 SimulatedProtein8.Peptide14  6.23696897032 TRT1.2 TRT1
1 SimulatedProtein8 SimulatedProtein8.Peptide14  5.40460602473 TRT2.1 TRT2
1 SimulatedProtein8 SimulatedProtein8.Peptide14  4.7328478766 TRT2.2 TRT2
1 SimulatedProtein9 SimulatedProtein9.Peptide1  9.17125676345 CTL.1 CTL
1 SimulatedProtein9 SimulatedProtein9.Peptide1  8.91217988701 CTL.2 CTL
1 SimulatedProtein9 SimulatedProtein9.Peptide1  8.70010615038 TRT1.1 TRT1
1 SimulatedProtein9 SimulatedProtein9.Peptide1  8.65556438618 TRT1.2 TRT1
1 SimulatedProtein9 SimulatedProtein9.Peptide1  9.39294575098 TRT2.1 TRT2
1 SimulatedProtein9 SimulatedProtein9.Peptide1  9.49088634303 TRT2.2 TRT2
1 SimulatedProtein9 SimulatedProtein9.Peptide2  12.5259501898 CTL.1 CTL
1 SimulatedProtein9 SimulatedProtein9.Peptide2  12.7272214554 CTL.2 CTL
1 SimulatedProtein9 SimulatedProtein9.Peptide2  12.7513245123 TRT1.1 TRT1
1 SimulatedProtein9 SimulatedProtein9.Peptide2  12.7415733418 TRT1.2 TRT1
1 SimulatedProtein9 SimulatedProtein9.Peptide2  13.2905057055 TRT2.1 TRT2
1 SimulatedProtein9 SimulatedProtein9.Peptide2  12.9132495854 TRT2.2 TRT2
1 SimulatedProtein9 SimulatedProtein9.Peptide3  10.3511987185 CTL.1 CTL
1 SimulatedProtein9 SimulatedProtein9.Peptide3  10.5816160305 CTL.2 CTL
1 SimulatedProtein9 SimulatedProtein9.Peptide3  10.2347530297 TRT1.1 TRT1
1 SimulatedProtein9 SimulatedProtein9.Peptide3  10.7965545242 TRT1.2 TRT1
1 SimulatedProtein9 SimulatedProtein9.Peptide3  10.4296081747 TRT2.1 TRT2
1 SimulatedProtein9 SimulatedProtein9.Peptide3  10.8586705987 TRT2.2 TRT2
1 SimulatedProtein10 SimulatedProtein10.Peptide1  9.50590485091 CTL.1 CTL
1 SimulatedProtein10 SimulatedProtein10.Peptide1  9.45173343055 CTL.2 CTL
1 SimulatedProtein10 SimulatedProtein10.Peptide1  9.22459895482 TRT1.1 TRT1
1 SimulatedProtein10 SimulatedProtein10.Peptide1  8.5578498731 TRT1.2 TRT1
1 SimulatedProtein10 SimulatedProtein10.Peptide1  9.69070018752 TRT2.1 TRT2
1 SimulatedProtein10 SimulatedProtein10.Peptide1  10.092876869 TRT2.2 TRT2
1 SimulatedProtein10 SimulatedProtein10.Peptide2  11.208256801 CTL.1 CTL
1 SimulatedProtein10 SimulatedProtein10.Peptide2  11.5159365975 CTL.2 CTL
1 SimulatedProtein10 SimulatedProtein10.Peptide2  11.4476086318 TRT1.1 TRT1
1 SimulatedProtein10 SimulatedProtein10.Peptide2  11.5034584737 TRT1.2 TRT1
1 SimulatedProtein10 SimulatedProtein10.Peptide2  12.6270863009 TRT2.1 TRT2
1 SimulatedProtein10 SimulatedProtein10.Peptide2  12.5004315933 TRT2.2 TRT2
1 SimulatedProtein10 SimulatedProtein10.Peptide3  6.66229644833 CTL.1 CTL
1 SimulatedProtein10 SimulatedProtein10.Peptide3  6.88490465906 CTL.2 CTL
1 SimulatedProtein10 SimulatedProtein10.Peptide3  6.31068769709 TRT1.1 TRT1
1 SimulatedProtein10 SimulatedProtein10.Peptide3  6.56749994153 TRT1.2 TRT1
1 SimulatedProtein10 SimulatedProtein10.Peptide3  7.4342176151 TRT2.1 TRT2
1 SimulatedProtein10 SimulatedProtein10.Peptide3  7.55918786713 TRT2.2 TRT2
1 SimulatedProtein10 SimulatedProtein10.Peptide4  11.2154403625 CTL.1 CTL
1 SimulatedProtein10 SimulatedProtein10.Peptide4  11.7332031628 CTL.2 CTL
1 SimulatedProtein10 SimulatedProtein10.Peptide4  11.8005818673 TRT1.1 TRT1
1 SimulatedProtein10 SimulatedProtein10.Peptide4  11.1461387569 TRT1.2 TRT1
1 SimulatedProtein10 SimulatedProtein10.Peptide4  13.0457908013 TRT2.1 TRT2
1 SimulatedProtein10 SimulatedProtein10.Peptide4  13.1431572717 TRT2.2 TRT2
1 SimulatedProtein10 SimulatedProtein10.Peptide5  16.0659756616 CTL.1 CTL
1 SimulatedProtein10 SimulatedProtein10.Peptide5  15.8085312854 CTL.2 CTL
1 SimulatedProtein10 SimulatedProtein10.Peptide5  15.4206862074 TRT1.1 TRT1
1 SimulatedProtein10 SimulatedProtein10.Peptide5  15.2598049762 TRT1.2 TRT1
1 SimulatedProtein10 SimulatedProtein10.Peptide5  16.2367774546 TRT2.1 TRT2
1 SimulatedProtein10 SimulatedProtein10.Peptide5  16.5757745554 TRT2.2 TRT2
1 SimulatedProtein11 SimulatedProtein11.Peptide1  11.1271423644 CTL.1 CTL
1 SimulatedProtein11 SimulatedProtein11.Peptide1  12.0309582282 CTL.2 CTL
1 SimulatedProtein11 SimulatedProtein11.Peptide1  10.847811164 TRT1.1 TRT1
1 SimulatedProtein11 SimulatedProtein11.Peptide1  10.9464156323 TRT1.2 TRT1
1 SimulatedProtein11 SimulatedProtein11.Peptide1  10.7706516902 TRT2.1 TRT2
1 SimulatedProtein11 SimulatedProtein11.Peptide1  10.7360419428 TRT2.2 TRT2
1 SimulatedProtein11 SimulatedProtein11.Peptide2  16.6424787389 CTL.1 CTL
1 SimulatedProtein11 SimulatedProtein11.Peptide2  16.4778807438 CTL.2 CTL
1 SimulatedProtein11 SimulatedProtein11.Peptide2  16.0188568684 TRT1.1 TRT1
1 SimulatedProtein11 SimulatedProtein11.Peptide2  16.9622663084 TRT1.2 TRT1
1 SimulatedProtein11 SimulatedProtein11.Peptide2  16.7096336478 TRT2.1 TRT2
1 SimulatedProtein11 SimulatedProtein11.Peptide2  16.283239672 TRT2.2 TRT2
1 SimulatedProtein11 SimulatedProtein11.Peptide3  9.24742701172 CTL.1 CTL
1 SimulatedProtein11 SimulatedProtein11.Peptide3  9.79216455901 CTL.2 CTL
1 SimulatedProtein11 SimulatedProtein11.Peptide3  9.16856392997 TRT1.1 TRT1
1 SimulatedProtein11 SimulatedProtein11.Peptide3  8.88963601872 TRT1.2 TRT1
1 SimulatedProtein11 SimulatedProtein11.Peptide3  9.05437566558 TRT2.1 TRT2
1 SimulatedProtein11 SimulatedProtein11.Peptide3  8.53927341431 TRT2.2 TRT2
1 SimulatedProtein11 SimulatedProtein11.Peptide4  12.6945299015 CTL.1 CTL
1 SimulatedProtein11 SimulatedProtein11.Peptide4  13.1165240571 CTL.2 CTL
1 SimulatedProtein11 SimulatedProtein11.Peptide4  12.7924356415 TRT1.1 TRT1
1 SimulatedProtein11 SimulatedProtein11.Peptide4  12.7319834984 TRT1.2 TRT1
1 SimulatedProtein11 SimulatedProtein11.Peptide4  12.6554157959 TRT2.1 TRT2
1 SimulatedProtein11 SimulatedProtein11.Peptide4  12.1859214374 TRT2.2 TRT2
1 SimulatedProtein11 SimulatedProtein11.Peptide5  10.5157931311 CTL.1 CTL
1 SimulatedProtein11 SimulatedProtein11.Peptide5  10.8676767244 CTL.2 CTL
1 SimulatedProtein11 SimulatedProtein11.Peptide5  10.6681286671 TRT1.1 TRT1
1 SimulatedProtein11 SimulatedProtein11.Peptide5  10.1313009139 TRT1.2 TRT1
1 SimulatedProtein11 SimulatedProtein11.Peptide5  10.3850780261 TRT2.1 TRT2
1 SimulatedProtein11 SimulatedProtein11.Peptide5  10.5512458493 TRT2.2 TRT2
1 SimulatedProtein11 SimulatedProtein11.Peptide6  13.8301702656 CTL.1 CTL
1 SimulatedProtein11 SimulatedProtein11.Peptide6  13.561615201 CTL.2 CTL
1 SimulatedProtein11 SimulatedProtein11.Peptide6  13.8519973689 TRT1.1 TRT1
1 SimulatedProtein11 SimulatedProtein11.Peptide6  13.8441228488 TRT1.2 TRT1
1 SimulatedProtein11 SimulatedProtein11.Peptide6  14.3979794288 TRT2.1 TRT2
1 SimulatedProtein11 SimulatedProtein11.Peptide6  14.2073872402 TRT2.2 TRT2
1 SimulatedProtein11 SimulatedProtein11.Peptide7  6.24141849901 CTL.1 CTL
1 SimulatedProtein11 SimulatedProtein11.Peptide7  6.61068472209 CTL.2 CTL
1 SimulatedProtein11 SimulatedProtein11.Peptide7  6.21914590955 TRT1.1 TRT1
1 SimulatedProtein11 SimulatedProtein11.Peptide7  5.6561550395 TRT1.2 TRT1
1 SimulatedProtein11 SimulatedProtein11.Peptide7  6.45276306055 TRT2.1 TRT2
1 SimulatedProtein11 SimulatedProtein11.Peptide7  6.24793863779 TRT2.2 TRT2
1 SimulatedProtein11 SimulatedProtein11.Peptide8  8.02548544523 CTL.1 CTL
1 SimulatedProtein11 SimulatedProtein11.Peptide8  7.55031859271 CTL.2 CTL
1 SimulatedProtein11 SimulatedProtein11.Peptide8  6.82111684533 TRT1.1 TRT1
1 SimulatedProtein11 SimulatedProtein11.Peptide8  7.42954786287 TRT1.2 TRT1
1 SimulatedProtein11 SimulatedProtein11.Peptide8  7.3278931001 TRT2.1 TRT2
1 SimulatedProtein11 SimulatedProtein11.Peptide8  7.59933462282 TRT2.2 TRT2
1 SimulatedProtein12 SimulatedProtein12.Peptide1  8.92980018923 CTL.1 CTL
1 SimulatedProtein12 SimulatedProtein12.Peptide1  8.63528815883 CTL.2 CTL
1 SimulatedProtein12 SimulatedProtein12.Peptide1  9.63464379146 TRT1.1 TRT1
1 SimulatedProtein12 SimulatedProtein12.Peptide1  9.62351729469 TRT1.2 TRT1
1 SimulatedProtein12 SimulatedProtein12.Peptide1  9.55432814783 TRT2.1 TRT2
1 SimulatedProtein12 SimulatedProtein12.Peptide1  9.2636016721 TRT2.2 TRT2
1 SimulatedProtein12 SimulatedProtein12.Peptide2  11.551922824 CTL.1 CTL
1 SimulatedProtein12 SimulatedProtein12.Peptide2  11.6506720433 CTL.2 CTL
1 SimulatedProtein12 SimulatedProtein12.Peptide2  11.9969154067 TRT1.1 TRT1
1 SimulatedProtein12 SimulatedProtein12.Peptide2  11.1214198373 TRT1.2 TRT1
1 SimulatedProtein12 SimulatedProtein12.Peptide2  11.7500740948 TRT2.1 TRT2
1 SimulatedProtein12 SimulatedProtein12.Peptide2  12.440905493 TRT2.2 TRT2
1 SimulatedProtein13 SimulatedProtein13.Peptide1  9.90219443557 CTL.1 CTL
1 SimulatedProtein13 SimulatedProtein13.Peptide1  10.6446134766 CTL.2 CTL
1 SimulatedProtein13 SimulatedProtein13.Peptide1  9.52805788358 TRT1.1 TRT1
1 SimulatedProtein13 SimulatedProtein13.Peptide1  9.61955741137 TRT1.2 TRT1
1 SimulatedProtein13 SimulatedProtein13.Peptide1  9.9981921354 TRT2.1 TRT2
1 SimulatedProtein13 SimulatedProtein13.Peptide1  9.68111000986 TRT2.2 TRT2
1 SimulatedProtein13 SimulatedProtein13.Peptide2  10.0687944279 CTL.1 CTL
1 SimulatedProtein13 SimulatedProtein13.Peptide2  9.50868652848 CTL.2 CTL
1 SimulatedProtein13 SimulatedProtein13.Peptide2  9.37462457845 TRT1.1 TRT1
1 SimulatedProtein13 SimulatedProtein13.Peptide2  9.44870536593 TRT1.2 TRT1
1 SimulatedProtein13 SimulatedProtein13.Peptide2  9.44996810883 TRT2.1 TRT2
1 SimulatedProtein13 SimulatedProtein13.Peptide2  9.46524516891 TRT2.2 TRT2
1 SimulatedProtein13 SimulatedProtein13.Peptide3  10.2359787064 CTL.1 CTL
1 SimulatedProtein13 SimulatedProtein13.Peptide3  10.8022550057 CTL.2 CTL
1 SimulatedProtein13 SimulatedProtein13.Peptide3  10.6214249015 TRT1.1 TRT1
1 SimulatedProtein13 SimulatedProtein13.Peptide3  10.2933667918 TRT1.2 TRT1
1 SimulatedProtein13 SimulatedProtein13.Peptide3  10.3345721821 TRT2.1 TRT2
1 SimulatedProtein13 SimulatedProtein13.Peptide3  10.02253309199 TRT2.2 TRT2
1 SimulatedProtein13 SimulatedProtein13.Peptide4  7.23815193673 CTL.1 CTL
1 SimulatedProtein13 SimulatedProtein13.Peptide4  7.75012074688 CTL.2 CTL
1 SimulatedProtein13 SimulatedProtein13.Peptide4  8.23687665535 TRT1.1 TRT1
1 SimulatedProtein13 SimulatedProtein13.Peptide4  8.03577798035 TRT1.2 TRT1
1 SimulatedProtein13 SimulatedProtein13.Peptide4  7.65945472424 TRT2.1 TRT2
1 SimulatedProtein13 SimulatedProtein13.Peptide4  7.649222974 TRT2.2 TRT2
1 SimulatedProtein13 SimulatedProtein13.Peptide5  12.7491688703 CTL.1 CTL
1 SimulatedProtein13 SimulatedProtein13.Peptide5  12.3783829403 CTL.2 CTL
1 SimulatedProtein13 SimulatedProtein13.Peptide5  12.5565826207 TRT1.1 TRT1
1 SimulatedProtein13 SimulatedProtein13.Peptide5  12.6957256644 TRT1.2 TRT1
1 SimulatedProtein13 SimulatedProtein13.Peptide5  12.6947093598 TRT2.1 TRT2
1 SimulatedProtein13 SimulatedProtein13.Peptide5  12.8045648706 TRT2.2 TRT2
1 SimulatedProtein13 SimulatedProtein13.Peptide6  13.1536710738 CTL.1 CTL
1 SimulatedProtein13 SimulatedProtein13.Peptide6  13.0317400082 CTL.2 CTL
1 SimulatedProtein13 SimulatedProtein13.Peptide6  12.6519153645 TRT1.1 TRT1
1 SimulatedProtein13 SimulatedProtein13.Peptide6  12.7957999409 TRT1.2 TRT1
1 SimulatedProtein13 SimulatedProtein13.Peptide6  13.3101310358 TRT2.1 TRT2
1 SimulatedProtein13 SimulatedProtein13.Peptide6  13.5645009212 TRT2.2 TRT2
1 SimulatedProtein14 SimulatedProtein14.Peptide1  7.80291469799 CTL.1 CTL
1 SimulatedProtein14 SimulatedProtein14.Peptide1  7.91363745285 CTL.2 CTL
1 SimulatedProtein14 SimulatedProtein14.Peptide1  7.34455882787 TRT1.1 TRT1
1 SimulatedProtein14 SimulatedProtein14.Peptide1  7.00564418779 TRT1.2 TRT1
1 SimulatedProtein14 SimulatedProtein14.Peptide1  8.01448455506 TRT2.1 TRT2
1 SimulatedProtein14 SimulatedProtein14.Peptide1  7.68510090858 TRT2.2 TRT2
1 SimulatedProtein15 SimulatedProtein15.Peptide1  7.1478237681 CTL.1 CTL
1 SimulatedProtein15 SimulatedProtein15.Peptide1  7.70398960572 CTL.2 CTL
1 SimulatedProtein15 SimulatedProtein15.Peptide1  7.9024335203 TRT1.1 TRT1
1 SimulatedProtein15 SimulatedProtein15.Peptide1  7.21808753743 TRT1.2 TRT1
1 SimulatedProtein15 SimulatedProtein15.Peptide1  7.75934968817 TRT2.1 TRT2
1 SimulatedProtein15 SimulatedProtein15.Peptide1  7.06206112362 TRT2.2 TRT2
1 SimulatedProtein15 SimulatedProtein15.Peptide2  10.4916141844 CTL.1 CTL
1 SimulatedProtein15 SimulatedProtein15.Peptide2  9.9390943706 CTL.2 CTL
1 SimulatedProtein15 SimulatedProtein15.Peptide2  10.5437214867 TRT1.1 TRT1
1 SimulatedProtein15 SimulatedProtein15.Peptide2  10.7517013909 TRT1.2 TRT1
1 SimulatedProtein15 SimulatedProtein15.Peptide2  10.4595271507 TRT2.1 TRT2
1 SimulatedProtein15 SimulatedProtein15.Peptide2  10.236157378 TRT2.2 TRT2
1 SimulatedProtein15 SimulatedProtein15.Peptide3  11.7522897648 CTL.1 CTL
1 SimulatedProtein15 SimulatedProtein15.Peptide3  12.3896735043 CTL.2 CTL
1 SimulatedProtein15 SimulatedProtein15.Peptide3  12.3381536946 TRT1.1 TRT1
1 SimulatedProtein15 SimulatedProtein15.Peptide3  12.1006919749 TRT1.2 TRT1
1 SimulatedProtein15 SimulatedProtein15.Peptide3  11.9114666081 TRT2.1 TRT2
1 SimulatedProtein15 SimulatedProtein15.Peptide3  12.0314623204 TRT2.2 TRT2
1 SimulatedProtein15 SimulatedProtein15.Peptide4  15.6889831098 CTL.1 CTL
1 SimulatedProtein15 SimulatedProtein15.Peptide4  15.3134402826 CTL.2 CTL
1 SimulatedProtein15 SimulatedProtein15.Peptide4  14.437095538 TRT1.1 TRT1
1 SimulatedProtein15 SimulatedProtein15.Peptide4  14.6844552854 TRT1.2 TRT1
1 SimulatedProtein15 SimulatedProtein15.Peptide4  14.6516648517 TRT2.1 TRT2
1 SimulatedProtein15 SimulatedProtein15.Peptide4  15.5836086506 TRT2.2 TRT2
1 SimulatedProtein15 SimulatedProtein15.Peptide5  6.27811062452 CTL.1 CTL
1 SimulatedProtein15 SimulatedProtein15.Peptide5  6.06703470623 CTL.2 CTL
1 SimulatedProtein15 SimulatedProtein15.Peptide5  5.86661003727 TRT1.1 TRT1
1 SimulatedProtein15 SimulatedProtein15.Peptide5  6.2786189221 TRT1.2 TRT1
1 SimulatedProtein15 SimulatedProtein15.Peptide5  5.78094554434 TRT2.1 TRT2
1 SimulatedProtein15 SimulatedProtein15.Peptide5  6.26727213891 TRT2.2 TRT2
1 SimulatedProtein15 SimulatedProtein15.Peptide6  13.5262044341 CTL.1 CTL
1 SimulatedProtein15 SimulatedProtein15.Peptide6  13.8327013683 CTL.2 CTL
1 SimulatedProtein15 SimulatedProtein15.Peptide6  14.1340412296 TRT1.1 TRT1
